songName,artists,lyricists,musicComposers,genres,lyrics,metaphors
Poojaneeya Wu- පූජනීය වූ,"Nanda Malani,Keerthi Pasquel",Sunil Ariyarathna,Sarath Dasanayaka,Duets,"පූජනීය වූ ප්‍රේම ප්‍රාසාදේ
චන්ද්‍රයා සේ කාන්ති දී පායලා එන්නම්//
සඳලුතලා යහනේ ශාන්ත හැඟුම් අතරේ
ප්‍රේමිය චන්ද්‍රාවෝ අද ඔබ ළඟ මිහිරේ
සුදට සුදේ ගලනා ඔබේ කැළුම් දහරේ
රෑ පෙම් කෝකිලයෝ දොඩමළු වෙති රහසේ","[{'metaphor': 'ප්‍රේම ප්‍රාසාදේ', 'interpretation': 'ප්‍රේමය නැමති ආදරනීය දෙය'}]"
Unmada Sithuwam – උන්මාද සිතුවම්,Gunadasa Kapuge,Sunil Ariyarathna,Sarath Dasanayaka,"Classics,Movie Songs,Old Pops","උන්මාද සිතුවම් මැවේ බිඳේ
මිහිඳුම් වලා මැද අතීතයේ
බිඳුනු පෙමින් ගිනිගත් හදවත්
තනිවේවි එක්‌ටැම් ගේ
අනන්ත සයුරේ බියකරු දිවි දියඹේ
පාළු හුදෙකලා සුළඟ පමණී උරුමේ
කඩා හැලෙන සිත සදා සරණ මට
තනිවේවී එක්‌ටැම් ගේ
දහසක්‌ මල් මැද එකම මලයි පැතුවේ
එමල කිමද සරදම් කර සැඟව ගියේ
දැනේ තවම මට මලේ සුවඳ පොද
තනිවේවී එක්‌ටැම් ගේ","[{'metaphor': 'බිඳුනු පෙමින් ගිනිගත් හදවත්', 'interpretation': 'විරහ වේදනාවෙන් පෙළෙන සිත්'}]"
Mala Ira Basina – මළ ඉර බසිනා,W.D.Amaradewa,Mahagama Sekara,Pandith Amaradewa,"Classics,Golden Oldies,Request","මළ ඉර බසිනා සැන්දෑ යාමේ
ඔබගෙන් සමුගන්නම්
අඳුරට ඉඩදී...අඳුරේ සැඟවී
අඳුරට ඉඩදී...අඳුරේ සැඟවී
ඔබගෙන් වෙන්වී මම යන්නම්
නිදි නැති යානේ රෑ යාමේ
කාන්සියේ ඔබ හිඳිනා වේලේ//
සුළඟේ දැවටී ඔබට හොරෙන්//
මම ඔබ වෙත එන්නම්
සියුමැළි දෑතින් ඔබ හිස අතගා
සියුමැළි දෑතින් ඔබ හිස අතගා
ඔබ නිදි කරවා මම යන්නම්
අළුයම පිබිදෙන ඔබගේ දෑසේ
මල් පෙති අග පිනි කඳුළක් රඳවා//
සුසුමක් වාගේ ඉන් පිටවී//
ඔබගෙන් වෙන් වෙන්නම්
අඳුරට ඉඩදී අඳුරේ සැඟවී
අඳුරට ඉඩදී...අඳුරේ සැඟවී
ඔබගෙන් වෙන්වී මම යන්නම්","[{'metaphor': 'මළ ඉර බසිනා', 'interpretation': 'හවස බැස යන හිරු'}]"
Sansara Sagare – සංසාර සාගරේ,Nanda Malani,Sunil Ariyarathna,Sarath Dasanayaka,"Request,Golden Oldies","සංසාර සාගරේ ජීවිතේ යාත්‍රාව
ඔබ සොයා පදවන්නෙම්
ඔබ නිසා පදවන්නෙමි
ප්‍රදීපාගාරයක
ආලෝක වලල්ලක් එවාලා
ඔබ සිටින ගොඩ බිමෙහි මං ලකුණූ දන්වන්න
නැංගුරම්ලන තැනක පෙනෙන සේ ඔබ ඉන්න
වෙරළවෙත සැපත් මා
දෝත පා පිළිගන්න සිනාසී
දුර්ග වූ ගමන්මඟ විඩාගිනි දුරලන්න
යාත්‍රාව පදවන්න මා සමඟ එක්වන්න","[{'metaphor': 'සංසාර සාගරේ', 'interpretation': 'සසර නැමති දිගු ගමන'}, {'metaphor': 'ජීවිතේ යාත්‍රාව', 'interpretation': 'ජීවිතය ගෙවෙනවා'}]"
Sanda Kaluwara – සැඳෑ කළුවර,Nanda Malani,Madawala S Rathnayaka,Nanda Malani,Classics,"සැඳෑ කළුවර කුර ගගා විත්
ඔබේ පැල්පත මගේ දසුනින්
ඈත්වූ සඳ මගෙ සරා සඳ
තනිවෙලා මා තනිවෙලා
අ අ ආ අ ආ අ අ ආ
වළාකුල කුදු නොමැති අහසේ
මලානික වුනු මගේ සිතුවිලි
ගල් ගැසී ඇත පාළු වී ඇත
අඳුර පමණක් රජ වෙලා
අ අ ආ අ ආ අ අ ආ
ඔබේ ලෝකය මගේ ලෝකය
අතර ඇත්තේ රුයක් පමණයි
ගව් ගණන් දුර ජීවිතේ බර
මගේ හිස මත බර වෙලා
අ අ ආ අ ආ අ අ ආ","[{'metaphor': 'සැඳෑ කළුවර කුර ගගා විත්', 'interpretation': 'කෙමෙන් කෙමෙන් හැන්දෑ වෙනවා'}]"
Sasara Wasana Thuru – සසර වසන තුරු,W.D.Amaradewa,,,Classics,"සසර වසන තුරු නිවන් දකින තුරු
පින් කෙත හෙළ රන් දෙරණේ
යළි උපදින්නට
හේතු වාසනා වේවා හේතු වාසනා
රත්නමාලි සෑ කිරණයි
මහ බෝ සෙවණයි
තිසා වැවයි සීගිරියයි
මගේ උරුමයයි","[{'metaphor': 'පින් කෙත හෙළ රන් දෙරණේ', 'interpretation': 'පින් කෙතක් වැනි මේ රන් භූමිය/ රට'}]"
Wikasitha Pem – විකසිත පෙම්,W.D.Amaradewa,,,Old Pops,"විකසිත පෙම් පොකුරු පියුම්
ඔබේ පයට පොඩි වී ගියාදෙන්
පතිකුලයට අද මට පිටුපා යන
මගේ සොඳුරු ළඳුනේ
මගේ සොඳුරු ළඳුනේ
හිතේ කඳුළු බිඳු රෑ තනි යහනේ
ඉහ ඉද්දර හිඳ ඉකි බිඳිනා සඳ
ආදර සැමරුම් ප්‍රේම පුරාණේ
ඔබට විරහ ගිනි නොගෙනේවා
ඔබට විරහ ගිනි නොගෙනේවා
තනිකම රජයන පාලු විමානේ
ගොම්මන් කළුවර හඬා වැටෙද්දී
ඔබ දිවි අරණේ රුවන් විජිතයේ
මැණික් පහන් වැට දැල්වේවා
මැණික් පහන් වැට දැල්වේවා.","[{'metaphor': 'විකසිත පෙම් පොකුරු පියුම්', 'interpretation': 'නැතිවීගිය ප්‍රේමය'}]"
Weli Thala Athare – වැලි තල අතරේ,W.D.Amaradewa,,,"Inspirational,Classics,Buddhist songs","වැලි තල අතරේ හෙමිහිට බසිනා
නේරංජන නදියේ ගයා හිස
වැඩ සිට බුදු වුණු දා තිලෝ හිමි
මොක් සුව ලද මොහොතේ
සමාධි භාවනා - සමා……ධි භාවනා
හිම කඳු වැටියේ සීතල සෙවණේ//
චන්දන තුරු පිහිරා
චන්දන තුරු පිහිරා හැපීඑන
මල් මුවරද රසිනේ සුවඳ මුසු
කෝමල මද පවනේ
ගැටීලා පාවෙනා ගැටී…….ලා පාවෙනා
සත්සර නගලා-ටික ටික සෙලවී
සිරි මහ බෝ හිමිගේ
සිරි මහ බෝ හිමිගේ මනෝහර
පලුපත් අතු රිකිලි නටා ගිය
තාලෙහිරස නැගුනා
සරාගී ජීවනා - සරා……ගී   ජීවනා
සඟමිත් මෙහෙණි-දකුණේ සාකා
සිරිලක ගෙන ආදා
සිරිලක ගෙන ආදා සිටම තව
මහා මෙව්නා උයනේ නටයි කොළ
වන්නම ලෙස මහබෝ
සුමිරි නාදෙනා සුමි…….හිරි නාදෙනා","[{'metaphor': 'මෙව්නා උයනේ නටයි කොළ
වන්නම ලෙස මහබෝ', 'interpretation': 'මහබෝ වන්නම නටන්නාක් මෙන් මහමෙව්නා උයනේ කොළ සෙලවෙයි'}]"
Maha Wessaka – මහ වැස්සක,W.D.Amaradewa,,,Classics,"මහ වැස්සක පෙර නිම්ති පෙනෙනවා
කවුළුව අතරින් හිරි පොද එනවා
මල්පැණි වඩියක උණුසුම ලබනට
යන්නට ඕනෑ කඩමණ්‌ඩිය වෙත
කබාය ඉරිලා ඊට කමක්‌ නෑ
කවුරු බලන්නද කවුරු දකින්නද
මා දැන් මහළු වියේ -මා දැන් මහළු වියේ
පාරට බැස්‌සම නොවැ සීතල වැඩි
තනිකම ඊට වැඩියි
සිරිපොද වැස්‌සේ එකම කුඩය යට
තෙරපි තෙරපි අර යුවළක්‌ යන හැටි
මමත් ඔහොම ගිය හැටි මතකයි
මට හොඳ හැටි මතකයි
මීවිතකින් ගත උණුසුම් වූවත්
සිත උණුසුම් වේදෝ
එපා එපා මීවිත මගෙ දෙතොලට
එපා එපා මීවිත මගෙ දෙතොලට
ආපසු මම කුටියට යනවා
මා ආපසු යනවා","[{'metaphor': 'මල්පැණි වඩියක උණුසුම ලබනට යන්නට ඕනෑ කඩමණ්‌ඩිය වෙත', 'interpretation': 'සුරා පානය කිරීමට කඩමණ්ඩියට යා උතුයි'}]"
Muni Siripa – මුණි සිරිපා,"Nanda Malani,W.D.Amaradewa",S Mahinda Himi,Pandith Amaradewa,"Duets,Inspirational","මුණි සිරිපා සිඹිමින්නේ
සමනොළ ගිරි පෙදෙසින්නේ
මඳ සුළඟයි මේ එන්නේ
මගේ පුතා නැළැවෙන්නේ
ජාතික රණ දෙරණ මතේ
ගැටී වැටී මළ මොහොතේ//
සුන්දර සුරඹුන්ගෙ අතේ
නැළැවෙන බව සිතනු පුතේ
නිදහස් හිරු දෙවි එනවා
දෑ බැති මල් පිබිදෙනවා
සිරිලක් මව හිනැහෙනවා
මගේ පුතා නැළැවෙනවා
කැප්පෙටිපොළ සෙනෙවිසුරු
කර රුපුසෙන් මං දැදුරු//
අහිරුවිකුම් පෑ අයුරූ
නුඹට පුතේ වෙයි මියුරූ
ජාතිය රන් විමනක් වේ
ආගම මිණි පහනක් වේ
එය රැක ගන්නට මෙලොවේ
සමත් වෙතොත් පුත නුඹ වේ","[{'metaphor': 'සිරිලක් මව', 'interpretation': 'ලංකා මාතාව'}, {'metaphor': 'ජාතිය රන් විමනක් වේ', 'interpretation': 'ජාතිය ඉතා වැදගත්, වටිනා දෙයකි'}, {'metaphor': 'ආගම මිණි පහනක් වේ', 'interpretation': 'ආගම මැණික් පහනක් මෙන් වටිනා දෙයකි'}]"
Mindada Hee Sara – මින්දද හී සර,W.D.Amaradewa,,,Classics,"මින්දද හී සර ‍වැදී සැලෙන හද
නංවන දුක් ගී ඔබ‍ට ඇසෙනවද
චන්දන මල් අතුරා ඇති යහනට
කන්ද කපා පායන් රන් පුන්සඳ
තුරගෙකු පිට නැගි නීල වලාකුලු
ගුවන් ගැබෙන් ඔබ ඇදෙන වෙලේ //
පිබිදෙන දෑසින් බලා හිඳිමි මම
පිබිදෙන දෑසින් බලා හිඳිමි මම
කුසුම් සිනා කැන් හද පුරවා
මෙතුවක් කල් මුව මඩල වසා සිටි
අන්ධකාර සලු පටින් මුදා //
නෙත් මිණි පහනින් පහන් කරනු මැන
නෙත් මිණි පහනින් පහන් කරනු මැන
අනාගතේ මං පෙත පාදා","[{'metaphor': 'මින්දද හී සර ‍වැදී සැලෙන හද', 'interpretation': 'ආදරයෙන් පෙළෙන හදවත'}]"
Nim him Sewwa – නිම් හිම් සෙව්වා,W.D.Amaradewa,,,Old Pops,"නිම් හිම් සෙව්වා මා සසරේ
හමුවී, යුගයෙන් බැඳි යුගයේ
ලංවී වෙන්වී වරින් වරේ
ඔබ හා මා රන් හුයකිනි බැඳුනේ
දිවියේ ආශා, ගැඹුරින් ගැඹුරේ
ළයගින් සනහා, අපමයි තැවුනේ
ජන්මෙන් ජන්මේ රැව්දීලා
ඔබ මා නෙතඟේ රැඳුනා
ඉර හඳ සේ මා, පැතුමන් පැතුවා
සැනසුම් සයුරේ සුසුමන් හෙළුවා
අතරින් පතරේ වියැකීලා
සටනින්, අද මා දිනුවා","[{'metaphor': 'ළයගින් සනහා', 'interpretation': 'හදවතේ වේදනාවෙන් සනසා'}]"
Paramitha Bala – පාරමිතා බල,W.D.Amaradewa,,,"Inspirational,Buddhist songs","නමෝ තස්ස භගවතෝ අරහතෝ සම්මා සම්බුද්ධස්ස//
පාරමිතා බල පූරිත පූජිත බුද්ධ දිවාකරයාණෝ
වෙසක් පොහෝදින දිනූ සේක ලොව
වෙසක් පොහෝදින දිනූ සේක ලොව
බුද්ධ දිවාකරයාණෝ //
සැනසෙමු පුදදී මුණි සිරිපාදේ
පිහිනමු පිහිනමු බුදු ගුණ මුහුදේ
සනසා මුලු ලොව නිවන් ලබා දී
පුන්‍ය මහෝධදි ශාන්ත සමාධී…//
සණරාමර ගුරු ලෝක ශිවන්කර
බුද්ධ දිවාකරයාණෝ//
මාර පරාජය කළ මුණිදුන් ගේ..//
කරුණා සීතල මෙත් දහරා
ගලා බසී තුන් ලෝ තලයේ
දුක් ගිමන් නිවා අම සෙත සාදා
බුදු රැස් කැටිවී නැගි ආලෝකේ
පිසලයි දුකදුරු මුළු තුන් ලෝකේ//","[{'metaphor': 'පිහිනමු පිහිනමු බුදු ගුණ මුහුදේ', 'interpretation': 'මහත් සේ බුදුගුණ මෙනෙහි කරමු'}]"
Palu Anduru Nil – පාලු අඳුරු නිල්,W.D.Amaradewa,Mahagama Sekara,Pandith Amaradewa,"Classics,Request","පාලු අඳුරු නිල් අහස මමයි
ඈත දිලෙන තනි තරුව ඇයයි
යුගයෙන් යුගයට හදවත් ඉල්ලන
බලාපොරොත්තුව පැතුම ඇයයි
පාලු අඳුරු නිල් අහස මමයි
ඈත දිලෙන තනි තරුව ඇයයි
අසාර වූ මහ පොළොව මමයි
ගලා බසින දිය දහර ඇයයි//
යුගයෙන් යුගයට හදවත් නලවන
සදාකාලික වු සැපත ඇයයි
කැළෑව මැද ක‍ටු පඳුර මමයි
පිපී වැනෙන මල් පොකුර ඇයයි //
යුගයෙන් යුගයට හදවත් පුරවන
අඳුරු වේදනා කැටිය ඇයයි","[{'metaphor': 'පාලු අඳුරු නිල් අහස මමයි', 'interpretation': 'මම පාලු අඳුරු නිල් අහස වැනිය'}, {'metaphor': 'ඈත දිලෙන තනි තරුව ඇයයි', 'interpretation': 'ඇය ඈත දිදුළන තනි තාරකාවක් වැනිය'}, {'metaphor': 'යුගයෙන් යුගයට හදවත් ඉල්ලන බලාපොරොත්තුව පැතුම ඇයයි', 'interpretation': 'මම හැමදාම ඉල්ලන බලාපොරොත්තුව හා පැතුම ඇය වේ'}]"
Rathna Deepa – රත්නදීප,W.D.Amaradewa,,,Classics,"රත්නදීප ජන්ම භූමි ලංකා දීප විජය භූමි
මේ අපේ උදාර වූ
මාතෘ භූමියයි - මාතෘ භූමියයි
ආදි සිංහලේ වීර මී මුතුන් ලෙයින්
සාර වූ උදාර වූ
මාතෘ භූමියයි - මාතෘ භූමියයි
මාණික්‍ය සේ පොලෝ ගැබේ නිධාන වී//
ඇත්තෙ ඒ අභීත දූ පුතුන්….
ජාතියේ නාමයෙන් සංග්‍රාම  භූමියේ//
ජීවිතේ පුදා හෙලූ ලේ කඳයි
සින්ධූපමාන වැව් තලා මතින් ඇදී//
පද්ම රේණුයෙන් සුගන්ධ වී
රන් කරල් නමා හමා සිත් ප්‍රබෝධයෙන් පුරා//
එන්නෙ උන් හෙලූ ප්‍රාණ වායුවයි
ගංගා තරංග රාව දී රිදී වනින්//
මල් පිපී කුලින් කුලේ හැපී
ගායනා කරන්නේ ආකාශයේ නැගී
වීරයින්ගෙ ඒ යශෝ ගීතයයි","[{'metaphor': 'රත්නදීප ජන්ම භූමි ලංකා දීප විජය භූමි', 'interpretation': 'ලංකාව ඉතා වැදගත්, වටිනා දිවයිනකි'}]"
